Location,Updated,WaitTimeInSeconds
VF2,2023-07-12T14:11:00,60
VF3,2023-07-12T14:10:00,392
VF4,2023-07-12T14:10:00,264
VH3,2023-07-12T14:11:00,60
AF2,2023-07-12T14:48:00,609
AF3,2023-07-12T14:49:00,932
EF-T,2023-07-12T14:49:00,172
GH-T,2023-07-12T14:48:00,60
NS-S,2023-07-12T14:49:00,359
S-NS,2023-07-12T14:49:00,785
VF0,2023-07-12T14:49:00,60
VF1,2023-07-12T14:48:00,358
VF2,2023-07-12T14:49:00,111
VF3,2023-07-12T14:48:00,449
VF4,2023-07-12T14:48:00,175
VH3,2023-07-12T14:48:00,60
AF2,2023-07-12T15:16:00,590
AF3,2023-07-12T15:16:00,509
EF-T,2023-07-12T15:16:00,60
GH-T,2023-07-12T15:16:00,272
NS-S,2023-07-12T15:16:00,632
S-NS,2023-07-12T15:16:00,227
VF0,2023-07-12T15:16:00,60
VF1,2023-07-12T15:16:00,531
VF2,2023-07-12T15:16:00,93
VF3,2023-07-12T15:16:00,376
VF4,2023-07-12T15:16:00,112
VH3,2023-07-12T15:16:00,60
AF2,2023-07-12T15:36:00,549
AF3,2023-07-12T15:36:00,1756
EF-T,2023-07-12T15:36:00,160
GH-T,2023-07-12T15:36:00,113
NS-S,2023-07-12T15:36:00,60
S-NS,2023-07-12T15:36:00,60
VF0,2023-07-12T15:36:00,60
VF1,2023-07-12T15:36:00,409
VF2,2023-07-12T15:36:00,60
VF3,2023-07-12T15:36:00,324
VF4,2023-07-12T15:36:00,76
VH3,2023-07-12T15:36:00,60
AF2,2023-07-12T15:45:00,494
AF3,2023-07-12T15:45:00,1835
EF-T,2023-07-12T15:45:00,158
GH-T,2023-07-12T15:45:00,75
NS-S,2023-07-12T15:45:00,65
S-NS,2023-07-12T15:45:00,109
VF0,2023-07-12T15:45:00,60
VF1,2023-07-12T15:45:00,498
VF2,2023-07-12T15:45:00,60
VF3,2023-07-12T15:45:00,344
VF4,2023-07-12T15:45:00,88
VH3,2023-07-12T15:45:00,60
AF2,2023-07-12T16:02:00,173
AF3,2023-07-12T16:02:00,405
EF-T,2023-07-12T16:02:00,60
GH-T,2023-07-12T16:02:00,60
NS-S,2023-07-12T16:02:00,437
S-NS,2023-07-12T16:02:00,500
VF0,2023-07-12T16:02:00,145
VF1,2023-07-12T16:02:00,831
VF2,2023-07-12T16:02:00,142
VF3,2023-07-12T16:02:00,340
VF4,2023-07-12T16:02:00,60
VH3,2023-07-12T16:02:00,60
AF2,2023-07-12T16:26:00,287
AF3,2023-07-12T16:26:00,304
EF-T,2023-07-12T16:26:00,93
GH-T,2023-07-12T16:25:00,75
NS-S,2023-07-12T16:26:00,251
S-NS,2023-07-12T16:26:00,401
VF0,2023-07-12T16:26:00,60
VF1,2023-07-12T16:26:00,630
VF2,2023-07-12T16:26:00,242
VF3,2023-07-12T16:26:00,364
VF4,2023-07-12T16:25:00,339
VH3,2023-07-12T16:26:00,91
AF2,2023-07-12T16:35:00,739
AF3,2023-07-12T16:35:00,588
EF-T,2023-07-12T16:35:00,521
GH-T,2023-07-12T16:34:00,75
NS-S,2023-07-12T16:35:00,60
S-NS,2023-07-12T16:35:00,635
VF0,2023-07-12T16:35:00,60
VF1,2023-07-12T16:34:00,610
VF2,2023-07-12T16:35:00,178
VF3,2023-07-12T16:34:00,351
VF4,2023-07-12T16:34:00,537
VH3,2023-07-12T16:35:00,60
AF2,2023-07-12T16:45:00,702
AF3,2023-07-12T16:45:00,526
EF-T,2023-07-12T16:45:00,460
GH-T,2023-07-12T16:45:00,75
NS-S,2023-07-12T16:45:00,88
S-NS,2023-07-12T16:45:00,303
VF0,2023-07-12T16:45:00,60
VF1,2023-07-12T16:45:00,649
VF2,2023-07-12T16:45:00,191
VF3,2023-07-12T16:45:00,261
VF4,2023-07-12T16:45:00,174
VH3,2023-07-12T16:45:00,60
AF2,2023-07-12T17:02:00,285
AF3,2023-07-12T17:03:00,197
EF-T,2023-07-12T17:03:00,60
GH-T,2023-07-12T17:02:00,60
NS-S,2023-07-12T17:03:00,429
S-NS,2023-07-12T17:03:00,93
VF0,2023-07-12T17:03:00,60
VF1,2023-07-12T17:03:00,561
VF2,2023-07-12T17:03:00,225
VF3,2023-07-12T17:03:00,319
VF4,2023-07-12T17:03:00,414
VH3,2023-07-12T17:03:00,60
AF2,2023-07-12T17:24:00,91
AF3,2023-07-12T17:24:00,160
EF-T,2023-07-12T17:24:00,80
GH-T,2023-07-12T17:24:00,64
NS-S,2023-07-12T17:24:00,559
S-NS,2023-07-12T17:24:00,60
VF0,2023-07-12T17:24:00,60
VF1,2023-07-12T17:24:00,467
VF2,2023-07-12T17:24:00,157
VF3,2023-07-12T17:24:00,311
VF4,2023-07-12T17:24:00,610
VH3,2023-07-12T17:24:00,60
AF2,2023-07-12T17:31:00,60
AF3,2023-07-12T17:31:00,122
EF-T,2023-07-12T17:30:00,65
GH-T,2023-07-12T17:30:00,60
NS-S,2023-07-12T17:31:00,371
S-NS,2023-07-12T17:31:00,60
VF0,2023-07-12T17:31:00,60
VF1,2023-07-12T17:30:00,484
VF2,2023-07-12T17:31:00,117
VF3,2023-07-12T17:31:00,355
VF4,2023-07-12T17:30:00,604
VH3,2023-07-12T17:30:00,60
AF2,2023-07-12T17:45:00,60
AF3,2023-07-12T17:45:00,60
EF-T,2023-07-12T17:45:00,60
GH-T,2023-07-12T17:45:00,60
NS-S,2023-07-12T17:45:00,60
S-NS,2023-07-12T17:45:00,60
VF0,2023-07-12T17:45:00,72
VF1,2023-07-12T17:45:00,502
VF2,2023-07-12T17:45:00,78
VF3,2023-07-12T17:45:00,358
VF4,2023-07-12T17:45:00,449
VH3,2023-07-12T17:45:00,60
AF2,2023-07-12T18:06:00,183
AF3,2023-07-12T18:06:00,60
EF-T,2023-07-12T18:06:00,209
GH-T,2023-07-12T18:06:00,60
NS-S,2023-07-12T18:06:00,109
S-NS,2023-07-12T18:06:00,60
VF0,2023-07-12T18:06:00,60
VF1,2023-07-12T18:06:00,345
VF2,2023-07-12T18:06:00,95
VF3,2023-07-12T18:06:00,397
VF4,2023-07-12T18:06:00,140
VH3,2023-07-12T18:06:00,60
AF2,2023-07-12T18:29:00,772
AF3,2023-07-12T18:30:00,155
EF-T,2023-07-12T18:30:00,172
GH-T,2023-07-12T18:29:00,60
NS-S,2023-07-12T18:30:00,908
S-NS,2023-07-12T18:30:00,60
VF0,2023-07-12T18:29:00,60
VF1,2023-07-12T18:29:00,377
VF2,2023-07-12T18:30:00,129
VF3,2023-07-12T18:29:00,365
VF4,2023-07-12T18:29:00,60
VH3,2023-07-12T18:29:00,60
AF2,2023-07-12T18:41:00,214
AF3,2023-07-12T18:41:00,336
EF-T,2023-07-12T18:41:00,60
GH-T,2023-07-12T18:41:00,60
NS-S,2023-07-12T18:41:00,995
S-NS,2023-07-12T18:41:00,60
VF0,2023-07-12T18:41:00,60
VF1,2023-07-12T18:41:00,333
VF2,2023-07-12T18:41:00,243
VF3,2023-07-12T18:40:00,292
VF4,2023-07-12T18:41:00,61
VH3,2023-07-12T18:41:00,60
AF2,2023-07-12T18:47:00,114
AF3,2023-07-12T18:47:00,1336
EF-T,2023-07-12T18:47:00,60
GH-T,2023-07-12T18:47:00,75
NS-S,2023-07-12T18:47:00,1300
S-NS,2023-07-12T18:47:00,60
VF0,2023-07-12T18:47:00,76
VF1,2023-07-12T18:47:00,425
VF2,2023-07-12T18:47:00,63
VF3,2023-07-12T18:47:00,416
VF4,2023-07-12T18:47:00,136
VH3,2023-07-12T18:47:00,60
AF2,2023-07-12T19:02:00,67
AF3,2023-07-12T19:02:00,398
EF-T,2023-07-12T19:02:00,60
GH-T,2023-07-12T19:02:00,60
NS-S,2023-07-12T19:02:00,1032
S-NS,2023-07-12T19:02:00,61
VF0,2023-07-12T19:02:00,60
VF1,2023-07-12T19:02:00,471
VF2,2023-07-12T19:02:00,67
VF3,2023-07-12T19:02:00,540
VF4,2023-07-12T19:02:00,262
VH3,2023-07-12T19:02:00,60
AF2,2023-07-12T19:25:00,60
AF3,2023-07-12T19:25:00,243
EF-T,2023-07-12T19:25:00,202
GH-T,2023-07-12T19:25:00,60
NS-S,2023-07-12T19:25:00,720
S-NS,2023-07-12T19:25:00,455
VF0,2023-07-12T19:25:00,60
VF1,2023-07-12T19:25:00,502
VF2,2023-07-12T19:25:00,534
VF3,2023-07-12T19:25:00,133
VF4,2023-07-12T19:25:00,433
VH3,2023-07-12T19:25:00,60
AF2,2023-07-12T19:31:00,60
AF3,2023-07-12T19:32:00,140
EF-T,2023-07-12T19:32:00,401
GH-T,2023-07-12T19:31:00,60
NS-S,2023-07-12T19:32:00,511
S-NS,2023-07-12T19:32:00,813
VF0,2023-07-12T19:31:00,60
VF1,2023-07-12T19:31:00,499
VF2,2023-07-12T19:32:00,827
VF3,2023-07-12T19:31:00,88
VF4,2023-07-12T19:31:00,401
VH3,2023-07-12T19:32:00,60
AF2,2023-07-12T19:45:00,140
AF3,2023-07-12T19:45:00,170
EF-T,2023-07-12T19:45:00,244
GH-T,2023-07-12T19:45:00,60
NS-S,2023-07-12T19:45:00,327
S-NS,2023-07-12T19:45:00,609
VF0,2023-07-12T19:45:00,60
VF1,2023-07-12T19:45:00,394
VF2,2023-07-12T19:45:00,347
VF3,2023-07-12T19:45:00,333
VF4,2023-07-12T19:45:00,336
VH3,2023-07-12T19:45:00,60
AF2,2023-07-12T20:07:00,496
AF3,2023-07-12T20:06:00,60
EF-T,2023-07-12T20:07:00,403
GH-T,2023-07-12T20:06:00,60
NS-S,2023-07-12T20:07:00,738
S-NS,2023-07-12T20:07:00,1320
VF0,2023-07-12T20:07:00,60
VF1,2023-07-12T20:06:00,346
VF2,2023-07-12T20:07:00,255
VF3,2023-07-12T20:07:00,201
VF4,2023-07-12T20:07:00,280
VH3,2023-07-12T20:07:00,60
AF2,2023-07-12T20:28:00,86
AF3,2023-07-12T20:28:00,60
EF-T,2023-07-12T20:28:00,60
GH-T,2023-07-12T20:28:00,60
NS-S,2023-07-12T20:28:00,407
S-NS,2023-07-12T20:28:00,710
VF0,2023-07-12T20:28:00,60
VF1,2023-07-12T20:28:00,279
VF2,2023-07-12T20:28:00,467
VF3,2023-07-12T20:28:00,280
VF4,2023-07-12T20:28:00,335
VH3,2023-07-12T20:28:00,60
AF2,2023-07-12T20:37:00,60
AF3,2023-07-12T20:38:00,60
EF-T,2023-07-12T20:37:00,60
GH-T,2023-07-12T20:37:00,60
NS-S,2023-07-12T20:37:00,268
S-NS,2023-07-12T20:37:00,497
VF0,2023-07-12T20:37:00,60
VF1,2023-07-12T20:37:00,296
VF2,2023-07-12T20:38:00,262
VF3,2023-07-12T20:37:00,310
VF4,2023-07-12T20:37:00,189
VH3,2023-07-12T20:37:00,60
AF2,2023-07-12T20:45:00,60
AF3,2023-07-12T20:45:00,69
EF-T,2023-07-12T20:45:00,60
GH-T,2023-07-12T20:45:00,60
NS-S,2023-07-12T20:45:00,60
S-NS,2023-07-12T20:45:00,286
VF0,2023-07-12T20:45:00,60
VF1,2023-07-12T20:45:00,344
VF2,2023-07-12T20:45:00,353
VF3,2023-07-12T20:45:00,296
VF4,2023-07-12T20:45:00,150
VH3,2023-07-12T20:45:00,60
AF2,2023-07-12T21:00:00,457
AF3,2023-07-12T21:01:00,60
EF-T,2023-07-12T21:01:00,60
GH-T,2023-07-12T21:01:00,60
NS-S,2023-07-12T21:00:00,60
S-NS,2023-07-12T21:01:00,472
VF0,2023-07-12T21:01:00,60
VF1,2023-07-12T21:00:00,256
VF2,2023-07-12T21:00:00,60
VF3,2023-07-12T21:01:00,216
VF4,2023-07-12T21:01:00,0
VH3,2023-07-12T21:01:00,60
AF2,2023-07-12T21:18:00,679
AF3,2023-07-12T21:18:00,60
EF-T,2023-07-12T21:18:00,60
GH-T,2023-07-12T21:18:00,60
NS-S,2023-07-12T21:18:00,60
S-NS,2023-07-12T21:18:00,269
VF0,2023-07-12T21:18:00,60
VF1,2023-07-12T21:18:00,270
VF2,2023-07-12T21:18:00,60
VF3,2023-07-12T21:18:00,225
VF4,2023-07-12T21:18:00,60
VH3,2023-07-12T21:18:00,60
AF2,2023-07-12T21:30:00,297
AF3,2023-07-12T21:30:00,60
EF-T,2023-07-12T21:30:00,60
GH-T,2023-07-12T21:30:00,60
NS-S,2023-07-12T21:30:00,60
S-NS,2023-07-12T21:31:00,140
VF0,2023-07-12T21:30:00,60
VF1,2023-07-12T21:30:00,323
VF2,2023-07-12T21:31:00,60
VF3,2023-07-12T21:30:00,347
VF4,2023-07-12T21:30:00,60
VH3,2023-07-12T21:30:00,60
AF2,2023-07-12T21:45:00,88
AF3,2023-07-12T21:45:00,74
EF-T,2023-07-12T21:45:00,60
GH-T,2023-07-12T21:45:00,60
NS-S,2023-07-12T21:45:00,182
S-NS,2023-07-12T21:45:00,60
VF0,2023-07-12T21:45:00,60
VF1,2023-07-12T21:44:00,240
VF2,2023-07-12T21:45:00,60
VF3,2023-07-12T21:45:00,282
VF4,2023-07-12T21:45:00,60
VH3,2023-07-12T21:45:00,60
AF2,2023-07-12T22:03:00,688
AF3,2023-07-12T22:04:00,60
EF-T,2023-07-12T22:04:00,60
GH-T,2023-07-12T22:03:00,60
NS-S,2023-07-12T22:04:00,64
S-NS,2023-07-12T22:04:00,60
VF0,2023-07-12T22:03:00,60
VF1,2023-07-12T22:03:00,197
VF2,2023-07-12T22:04:00,60
VF3,2023-07-12T22:03:00,180
VF4,2023-07-12T22:03:00,60
VH3,2023-07-12T22:03:00,60
AF2,2023-07-12T22:23:00,599
AF3,2023-07-12T22:24:00,60
EF-T,2023-07-12T22:23:00,479
GH-T,2023-07-12T22:23:00,60
NS-S,2023-07-12T22:23:00,60
S-NS,2023-07-12T22:24:00,103
VF0,2023-07-12T22:23:00,60
VF1,2023-07-12T22:23:00,144
VF2,2023-07-12T22:24:00,60
VF3,2023-07-12T22:23:00,60
VF4,2023-07-12T22:23:00,60
VH3,2023-07-12T22:23:00,60
AF2,2023-07-12T22:30:00,764
AF3,2023-07-12T22:30:00,60
EF-T,2023-07-12T22:30:00,194
GH-T,2023-07-12T22:30:00,60
NS-S,2023-07-12T22:30:00,60
S-NS,2023-07-12T22:30:00,103
VF0,2023-07-12T22:30:00,60
VF1,2023-07-12T22:30:00,146
VF2,2023-07-12T22:30:00,60
VF3,2023-07-12T22:30:00,60
VF4,2023-07-12T22:30:00,60
VH3,2023-07-12T22:30:00,60
AF2,2023-07-12T22:45:00,954
AF3,2023-07-12T22:45:00,60
EF-T,2023-07-12T22:45:00,61
GH-T,2023-07-12T22:45:00,60
NS-S,2023-07-12T22:45:00,75
S-NS,2023-07-12T22:45:00,137
VF0,2023-07-12T22:45:00,60
VF1,2023-07-12T22:45:00,194
VF2,2023-07-12T22:45:00,60
VF3,2023-07-12T22:45:00,60
VF4,2023-07-12T22:45:00,60
VH3,2023-07-12T22:45:00,60
AF2,2023-07-12T23:02:00,938
AF3,2023-07-12T23:02:00,60
EF-T,2023-07-12T23:02:00,182
GH-T,2023-07-12T23:02:00,60
NS-S,2023-07-12T23:02:00,60
S-NS,2023-07-12T23:02:00,223
VF0,2023-07-12T23:02:00,60
VF1,2023-07-12T23:02:00,185
VF2,2023-07-12T23:02:00,60
VF3,2023-07-12T23:02:00,60
VF4,2023-07-12T23:02:00,60
VH3,2023-07-12T23:02:00,60
AF2,2023-07-12T23:20:00,598
AF3,2023-07-12T23:20:00,60
EF-T,2023-07-12T23:20:00,222
GH-T,2023-07-12T23:20:00,60
NS-S,2023-07-12T23:20:00,72
S-NS,2023-07-12T23:20:00,280
VF0,2023-07-12T23:20:00,60
VF1,2023-07-12T23:20:00,155
VF2,2023-07-12T23:20:00,60
VF3,2023-07-12T23:20:00,60
VF4,2023-07-12T23:20:00,60
VH3,2023-07-12T23:20:00,60
AF2,2023-07-12T23:30:00,416
AF3,2023-07-12T23:30:00,60
EF-T,2023-07-12T23:30:00,110
GH-T,2023-07-12T23:30:00,60
NS-S,2023-07-12T23:30:00,108
S-NS,2023-07-12T23:30:00,223
VF0,2023-07-12T23:30:00,60
VF1,2023-07-12T23:30:00,150
VF2,2023-07-12T23:30:00,60
VF3,2023-07-12T23:30:00,60
VF4,2023-07-12T23:30:00,60
VH3,2023-07-12T23:30:00,60
AF2,2023-07-12T23:46:00,60
AF3,2023-07-12T23:46:00,60
EF-T,2023-07-12T23:46:00,60
GH-T,2023-07-12T23:46:00,60
NS-S,2023-07-12T23:46:00,60
S-NS,2023-07-12T23:46:00,160
VF0,2023-07-12T23:46:00,60
VF1,2023-07-12T23:45:00,160
VF2,2023-07-12T23:46:00,60
VF3,2023-07-12T23:45:00,60
VF4,2023-07-12T23:45:00,60
VH3,2023-07-12T23:46:00,60
AF2,2023-07-12T23:59:00,116
AF3,2023-07-12T23:59:00,60
EF-T,2023-07-12T23:59:00,60
GH-T,2023-07-12T23:59:00,60
NS-S,2023-07-12T23:59:00,60
S-NS,2023-07-13T00:01:00,80
VF0,2023-07-12T23:59:00,60
VF1,2023-07-12T23:59:00,92
VF2,2023-07-13T00:00:00,60
VF3,2023-07-13T00:02:00,0
VF4,2023-07-12T23:59:00,60
VH3,2023-07-12T23:59:00,60
AF2,2023-07-13T00:26:00,653
AF3,2023-07-13T00:26:00,60
EF-T,2023-07-13T00:26:00,64
GH-T,2023-07-13T00:26:00,60
NS-S,2023-07-13T00:26:00,60
S-NS,2023-07-13T00:26:00,91
VF0,2023-07-13T00:26:00,60
VF1,2023-07-13T00:26:00,88
VF2,2023-07-13T00:26:00,60
VF3,2023-07-13T00:26:00,185
VF4,2023-07-13T00:26:00,60
VH3,2023-07-13T00:26:00,60
AF2,2023-07-13T00:34:00,60
AF3,2023-07-13T00:34:00,60
EF-T,2023-07-13T00:34:00,60
GH-T,2023-07-13T00:34:00,60
NS-S,2023-07-13T00:34:00,60
S-NS,2023-07-13T00:34:00,69
VF0,2023-07-13T00:34:00,60
VF1,2023-07-13T00:34:00,60
VF2,2023-07-13T00:34:00,60
VF3,2023-07-13T00:34:00,129
VF4,2023-07-13T00:34:00,60
VH3,2023-07-13T00:34:00,60
AF2,2023-07-13T00:45:00,60
AF3,2023-07-13T00:45:00,60
EF-T,2023-07-13T00:45:00,60
GH-T,2023-07-13T00:45:00,60
NS-S,2023-07-13T00:45:00,60
S-NS,2023-07-13T00:45:00,60
VF0,2023-07-13T00:45:00,60
VF1,2023-07-13T00:45:00,60
VF2,2023-07-13T00:45:00,60
VF3,2023-07-13T00:45:00,106
VF4,2023-07-13T00:45:00,60
VH3,2023-07-13T00:45:00,60
AF2,2023-07-13T00:59:00,60
AF3,2023-07-13T00:59:00,60
EF-T,2023-07-13T00:59:00,60
GH-T,2023-07-13T00:58:00,60
NS-S,2023-07-13T00:59:00,61
S-NS,2023-07-13T00:59:00,60
VF0,2023-07-13T00:59:00,60
VF1,2023-07-13T00:59:00,60
VF2,2023-07-13T01:00:00,60
VF3,2023-07-13T00:59:00,118
VF4,2023-07-13T00:59:00,60
VH3,2023-07-13T00:59:00,60
AF2,2023-07-13T01:22:00,807
AF3,2023-07-13T01:22:00,60
EF-T,2023-07-13T01:22:00,60
GH-T,2023-07-13T01:22:00,60
NS-S,2023-07-13T01:22:00,60
S-NS,2023-07-13T01:22:00,60
VF0,2023-07-13T01:22:00,60
VF1,2023-07-13T01:22:00,60
VF2,2023-07-13T01:22:00,60
VF3,2023-07-13T01:22:00,60
VF4,2023-07-13T01:22:00,60
VH3,2023-07-13T01:22:00,91
AF2,2023-07-13T01:45:00,684
AF3,2023-07-13T01:45:00,60
EF-T,2023-07-13T01:45:00,60
GH-T,2023-07-13T01:45:00,60
NS-S,2023-07-13T01:45:00,60
S-NS,2023-07-13T01:45:00,60
VF0,2023-07-13T01:45:00,60
VF1,2023-07-13T01:45:00,60
VF2,2023-07-13T01:45:00,60
VF3,2023-07-13T01:45:00,60
VF4,2023-07-13T01:45:00,60
VH3,2023-07-13T01:45:00,91
AF2,2023-07-13T02:35:00,260
AF3,2023-07-13T02:35:00,60
EF-T,2023-07-13T02:35:00,69
GH-T,2023-07-13T02:35:00,60
NS-S,2023-07-13T02:35:00,60
S-NS,2023-07-13T02:35:00,86
VF0,2023-07-13T02:35:00,60
VF1,2023-07-13T02:35:00,158
VF2,2023-07-13T02:35:00,60
VF3,2023-07-13T02:35:00,382
VF4,2023-07-13T02:35:00,60
VH3,2023-07-13T02:35:00,60
AF2,2023-07-13T04:20:00,60
AF3,2023-07-13T04:20:00,60
EF-T,2023-07-13T04:20:00,60
GH-T,2023-07-13T04:20:00,60
NS-S,2023-07-13T04:20:00,60
S-NS,2023-07-13T04:20:00,80
VF0,2023-07-13T04:20:00,60
VF1,2023-07-13T04:20:00,60
VF2,2023-07-13T04:20:00,60
VF3,2023-07-13T04:20:00,292
VF4,2023-07-13T04:20:00,60
VH3,2023-07-13T04:20:00,60
AF2,2023-07-13T05:08:00,60
AF3,2023-07-13T05:08:00,60
EF-T,2023-07-13T05:08:00,60
GH-T,2023-07-13T05:08:00,60
NS-S,2023-07-13T05:08:00,60
S-NS,2023-07-13T05:08:00,263
VF0,2023-07-13T05:08:00,423
VF1,2023-07-13T05:08:00,60
VF2,2023-07-13T05:08:00,578
VF3,2023-07-13T05:08:00,406
VF4,2023-07-13T05:08:00,2769
VH3,2023-07-13T05:08:00,60
AF2,2023-07-13T05:32:00,60
AF3,2023-07-13T05:32:00,60
EF-T,2023-07-13T05:32:00,60
GH-T,2023-07-13T05:32:00,0
NS-S,2023-07-13T05:32:00,60
S-NS,2023-07-13T05:32:00,531
VF0,2023-07-13T05:32:00,505
VF1,2023-07-13T05:32:00,60
VF2,2023-07-13T05:32:00,3664
VF3,2023-07-13T05:32:00,229
VF4,2023-07-13T05:32:00,5193
VH3,2023-07-13T05:32:00,60
AF2,2023-07-13T05:46:00,60
AF3,2023-07-13T05:46:00,60
EF-T,2023-07-13T05:46:00,60
GH-T,2023-07-13T05:46:00,0
NS-S,2023-07-13T05:46:00,60
S-NS,2023-07-13T05:46:00,669
VF0,2023-07-13T05:46:00,372
VF1,2023-07-13T05:46:00,60
VF2,2023-07-13T05:46:00,5233
VF3,2023-07-13T05:46:00,331
VF4,2023-07-13T05:46:00,5919
VH3,2023-07-13T05:45:00,60
AF2,2023-07-13T06:06:00,60
AF3,2023-07-13T06:07:00,60
EF-T,2023-07-13T06:06:00,60
GH-T,2023-07-13T06:06:00,0
NS-S,2023-07-13T06:06:00,60
S-NS,2023-07-13T06:07:00,663
VF0,2023-07-13T06:06:00,125
VF1,2023-07-13T06:06:00,60
VF2,2023-07-13T06:07:00,7044
VF3,2023-07-13T06:06:00,338
VF4,2023-07-13T06:06:00,6737
VH3,2023-07-13T06:06:00,60
AF2,2023-07-13T06:27:00,60
AF3,2023-07-13T06:27:00,60
EF-T,2023-07-13T06:27:00,60
GH-T,2023-07-13T06:27:00,0
NS-S,2023-07-13T06:27:00,60
S-NS,2023-07-13T06:28:00,726
VF0,2023-07-13T06:27:00,60
VF1,2023-07-13T06:27:00,60
VF2,2023-07-13T06:28:00,7567
VF3,2023-07-13T06:27:00,360
VF4,2023-07-13T06:27:00,7248
VH3,2023-07-13T06:27:00,60
AF2,2023-07-13T06:37:00,60
AF3,2023-07-13T06:37:00,60
EF-T,2023-07-13T06:37:00,60
GH-T,2023-07-13T06:37:00,60
NS-S,2023-07-13T06:37:00,60
S-NS,2023-07-13T06:37:00,789
VF0,2023-07-13T06:37:00,60
VF1,2023-07-13T06:37:00,60
VF2,2023-07-13T06:37:00,7620
VF3,2023-07-13T06:37:00,320
VF4,2023-07-13T06:37:00,6934
VH3,2023-07-13T06:37:00,60
AF2,2023-07-13T06:45:00,60
AF3,2023-07-13T06:45:00,60
EF-T,2023-07-13T06:45:00,60
GH-T,2023-07-13T06:45:00,60
NS-S,2023-07-13T06:45:00,60
S-NS,2023-07-13T06:45:00,840
VF0,2023-07-13T06:45:00,60
VF1,2023-07-13T06:45:00,60
VF2,2023-07-13T06:45:00,7729
VF3,2023-07-13T06:45:00,316
VF4,2023-07-13T06:45:00,6602
VH3,2023-07-13T06:45:00,60
AF2,2023-07-13T07:03:00,60
AF3,2023-07-13T07:03:00,60
EF-T,2023-07-13T07:03:00,60
GH-T,2023-07-13T07:03:00,127
NS-S,2023-07-13T07:03:00,60
S-NS,2023-07-13T07:03:00,886
VF0,2023-07-13T07:03:00,60
VF1,2023-07-13T07:03:00,60
VF2,2023-07-13T07:03:00,8021
VF3,2023-07-13T07:03:00,334
VF4,2023-07-13T07:03:00,4989
VH3,2023-07-13T07:03:00,60
AF2,2023-07-13T07:26:00,60
AF3,2023-07-13T07:26:00,60
EF-T,2023-07-13T07:26:00,60
GH-T,2023-07-13T07:26:00,60
NS-S,2023-07-13T07:26:00,60
S-NS,2023-07-13T07:26:00,2703
VF0,2023-07-13T07:26:00,60
VF1,2023-07-13T07:25:00,60
VF2,2023-07-13T07:26:00,11492
VF3,2023-07-13T07:26:00,335
VF4,2023-07-13T07:26:00,3498
VH3,2023-07-13T07:26:00,60
AF2,2023-07-13T07:33:00,60
AF3,2023-07-13T07:33:00,60
EF-T,2023-07-13T07:33:00,60
GH-T,2023-07-13T07:33:00,60
NS-S,2023-07-13T07:33:00,60
S-NS,2023-07-13T07:33:00,3446
VF0,2023-07-13T07:33:00,60
